Account Type,Fund,Department,Business Unit,Account Classification,Account Code And Description,2019 Adopted Budget,2020 Adopted Budget,2021 Projected Budget,Fund Number,Department Number,Business Unit Number
Expenses,GENERAL FUND,POLICE,TRAFFIC BUREAU,Salary and Benefits,61510 HEALTH INSURANCE,"132,430","132,840","137,498.43",100,22,2270
Expenses,GENERAL FUND,POLICE,TRAFFIC BUREAU,Salary and Benefits,61615 LIFE INSURANCE,896,923,940.8,100,22,2270
Expenses,GENERAL FUND,POLICE,TRAFFIC BUREAU,Salary and Benefits,61635 UNIFORM ALLOWANCE,"6,850","6,850","6,850",100,22,2270
Expenses,GENERAL FUND,POLICE,TRAFFIC BUREAU,Salary and Benefits,61710 IMRF,"4,744","6,761","6,885.96",100,22,2270
Expenses,GENERAL FUND,POLICE,TRAFFIC BUREAU,Salary and Benefits,61725 SOCIAL SECURITY,"4,774","4,849","4,937.4",100,22,2270
Expenses,GENERAL FUND,POLICE,TRAFFIC BUREAU,Salary and Benefits,61730 MEDICARE,"10,479","10,598","10,804",100,22,2270
Expenses,GENERAL FUND,POLICE,TRAFFIC BUREAU,Services and Supplies,65020 CLOTHING,"1,500","1,500","1,500",100,22,2270
Expenses,GENERAL FUND,POLICE,TRAFFIC BUREAU,Services and Supplies,65125 OTHER COMMODITIES,"8,400","8,400","8,400",100,22,2270
Expenses,GENERAL FUND,POLICE,TRAFFIC BUREAU,Miscellaneous,65120 POLICE DUI EXPENSE,"15,000","15,000","15,000",100,22,2270
Expenses,GENERAL FUND,POLICE,TRAFFIC BUREAU,Interfund Transfers,62305 RENTAL OF AUTO-FLEET MAINTENANCE,"45,970","45,970","45,970",100,22,2270
Expenses,GENERAL FUND,POLICE,TRAFFIC BUREAU,Interfund Transfers,62309 RENTAL OF AUTO REPLACEMENT,"10,094","10,094","10,094",100,22,2270
Expenses,GENERAL FUND,POLICE,COMMUNITY STRATEGIC BUREAU,Salary and Benefits,61010 REGULAR PAY,"91,174","92,604","94,920.48",100,22,2275
Expenses,GENERAL FUND,POLICE,COMMUNITY STRATEGIC BUREAU,Salary and Benefits,61110 OVERTIME PAY,"3,000","3,114","3,184",100,22,2275
Expenses,GENERAL FUND,POLICE,COMMUNITY STRATEGIC BUREAU,Salary and Benefits,61510 HEALTH INSURANCE,"21,471","21,033","21,032.35",100,22,2275
Expenses,GENERAL FUND,POLICE,COMMUNITY STRATEGIC BUREAU,Salary and Benefits,61615 LIFE INSURANCE,123,115,127.68,100,22,2275
Expenses,GENERAL FUND,POLICE,COMMUNITY STRATEGIC BUREAU,Salary and Benefits,61710 IMRF,"5,832","8,094","8,296.15",100,22,2275
Expenses,GENERAL FUND,POLICE,COMMUNITY STRATEGIC BUREAU,Salary and Benefits,61725 SOCIAL SECURITY,"5,804","5,742","5,885.07",100,22,2275
Expenses,GENERAL FUND,POLICE,COMMUNITY STRATEGIC BUREAU,Salary and Benefits,61730 MEDICARE,"1,358","1,343","1,376.35",100,22,2275
Expenses,GENERAL FUND,POLICE,COMMUNITY STRATEGIC BUREAU,Interfund Transfers,62305 RENTAL OF AUTO-FLEET MAINTENANCE,"21,256","21,256","21,256",100,22,2275
Expenses,GENERAL FUND,POLICE,COMMUNITY STRATEGIC BUREAU,Interfund Transfers,62309 RENTAL OF AUTO REPLACEMENT,"4,635","4,635","4,635",100,22,2275
Expenses,GENERAL FUND,POLICE,COMMUNITY STRATEGIC BUREAU,Interfund Transfers,66025 TRANSFER TO DEBT SERVICE - ERI,"2,403",0,0,100,22,2275
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Salary and Benefits,61010 REGULAR PAY,"67,240","60,309","61,177.8",100,22,2280
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Salary and Benefits,61110 OVERTIME PAY,500,519,531,100,22,2280
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Salary and Benefits,61510 HEALTH INSURANCE,"12,500","16,935","16,934.4",100,22,2280
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Salary and Benefits,61615 LIFE INSURANCE,0,37,40.87,100,22,2280
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Salary and Benefits,61630 SHOE ALLOWANCE,0,180,180,100,22,2280
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Salary and Benefits,61710 IMRF,"4,301","5,271","5,346.97",100,22,2280
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Salary and Benefits,61725 SOCIAL SECURITY,"4,281","3,751","3,804.18",100,22,2280
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Salary and Benefits,61730 MEDICARE,"1,001",878,889.69,100,22,2280
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Services and Supplies,62225 BLDG MAINTENANCE SERVICES,"1,600","1,600","1,600",100,22,2280
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Services and Supplies,62272 OTHER PROFESSIONAL SERVICES,"100,000","100,000","100,000",100,22,2280
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Services and Supplies,65020 CLOTHING,500,500,500,100,22,2280
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Services and Supplies,65025 FOOD,"3,000","3,000","3,000",100,22,2280
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Services and Supplies,65125 OTHER COMMODITIES,"2,000","2,000","2,000",100,22,2280
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Interfund Transfers,62305 RENTAL OF AUTO-FLEET MAINTENANCE,"5,405","5,405","5,405",100,22,2280
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Interfund Transfers,62309 RENTAL OF AUTO REPLACEMENT,"1,957","1,957","1,957",100,22,2280
Expenses,GENERAL FUND,POLICE,ANIMAL CONTROL,Interfund Transfers,66025 TRANSFER TO DEBT SERVICE - ERI,"5,535",0,0,100,22,2280
Expenses,GENERAL FUND,POLICE,PROBLEM SOLVING TEAM,Salary and Benefits,61010 REGULAR PAY,"1,338,665","1,360,982","1,393,086.69",100,22,2285
Expenses,GENERAL FUND,POLICE,PROBLEM SOLVING TEAM,Salary and Benefits,61110 OVERTIME PAY,"1,100","1,142","1,167",100,22,2285
Expenses,GENERAL FUND,POLICE,PROBLEM SOLVING TEAM,Salary and Benefits,61111 HIREBACK OT PAY,"20,000","20,760","21,227",100,22,2285
Expenses,GENERAL FUND,POLICE,PROBLEM SOLVING TEAM,Salary and Benefits,61510 HEALTH INSURANCE,"216,209","198,470","204,966.14",100,22,2285
Expenses,GENERAL FUND,POLICE,PROBLEM SOLVING TEAM,Salary and Benefits,61615 LIFE INSURANCE,"1,626","1,569","1,708.2",100,22,2285
Expenses,GENERAL FUND,POLICE,PROBLEM SOLVING TEAM,Salary and Benefits,61635 UNIFORM ALLOWANCE,"11,000","11,000","11,000",100,22,2285
Expenses,GENERAL FUND,POLICE,PROBLEM SOLVING TEAM,Salary and Benefits,61730 MEDICARE,"20,089","19,894","20,359.26",100,22,2285
Expenses,GENERAL FUND,POLICE,PROBLEM SOLVING TEAM,Services and Supplies,62245 OTHER EQMT MAINTENANCE,"2,700","2,700","2,700",100,22,2285
Expenses,GENERAL FUND,POLICE,PROBLEM SOLVING TEAM,Services and Supplies,65020 CLOTHING,"2,250","2,250","2,250",100,22,2285
Expenses,GENERAL FUND,POLICE,PROBLEM SOLVING TEAM,Services and Supplies,65085 MINOR EQUIPMENT & TOOLS,"2,500","2,500","2,500",100,22,2285
Expenses,GENERAL FUND,POLICE,PROBLEM SOLVING TEAM,Interfund Transfers,62305 RENTAL OF AUTO-FLEET MAINTENANCE,"29,633","29,633","29,633",100,22,2285
Expenses,GENERAL FUND,POLICE,PROBLEM SOLVING TEAM,Interfund Transfers,62309 RENTAL OF AUTO REPLACEMENT,"15,238","15,238","15,238",100,22,2285
Expenses,GENERAL FUND,POLICE,PROPERTY BUREAU,Salary and Benefits,61010 REGULAR PAY,"162,935","165,784","169,983.33",100,22,2291
Expenses,GENERAL FUND,POLICE,PROPERTY BUREAU,Salary and Benefits,61510 HEALTH INSURANCE,"29,278","29,628","29,627.23",100,22,2291
Expenses,GENERAL FUND,POLICE,PROPERTY BUREAU,Salary and Benefits,61615 LIFE INSURANCE,168,157,174.72,100,22,2291
Expenses,GENERAL FUND,POLICE,PROPERTY BUREAU,Salary and Benefits,61630 SHOE ALLOWANCE,0,180,180,100,22,2291
Expenses,GENERAL FUND,POLICE,PROPERTY BUREAU,Salary and Benefits,61710 IMRF,"10,422","14,490","14,856.56",100,22,2291
Expenses,GENERAL FUND,POLICE,PROPERTY BUREAU,Salary and Benefits,61725 SOCIAL SECURITY,"10,382","10,290","10,550.12",100,22,2291
Expenses,GENERAL FUND,POLICE,PROPERTY BUREAU,Salary and Benefits,61730 MEDICARE,"2,428","2,407","2,467.37",100,22,2291
Expenses,GENERAL FUND,POLICE,PROPERTY BUREAU,Services and Supplies,65125 OTHER COMMODITIES,"26,000","26,000","26,000",100,22,2291
Expenses,GENERAL FUND,POLICE,BUILDING MANAGEMENT,Salary and Benefits,61010 REGULAR PAY,"64,144","65,401","66,779.46",100,22,2295
Expenses,GENERAL FUND,POLICE,BUILDING MANAGEMENT,Salary and Benefits,61510 HEALTH INSURANCE,"21,709","22,517","22,516.8",100,22,2295
Expenses,GENERAL FUND,POLICE,BUILDING MANAGEMENT,Salary and Benefits,61615 LIFE INSURANCE,42,40,44.4,100,22,2295
Expenses,GENERAL FUND,POLICE,BUILDING MANAGEMENT,Salary and Benefits,61626 CELL PHONE ALLOWANCE,270,330,360,100,22,2295
Expenses,GENERAL FUND,POLICE,BUILDING MANAGEMENT,Salary and Benefits,61630 SHOE ALLOWANCE,155,180,180,100,22,2295
Expenses,GENERAL FUND,POLICE,BUILDING MANAGEMENT,Salary and Benefits,61710 IMRF,"4,103","5,717","5,836.48",100,22,2295
Expenses,GENERAL FUND,POLICE,BUILDING MANAGEMENT,Salary and Benefits,61725 SOCIAL SECURITY,"4,116","4,087","4,173.81",100,22,2295
Expenses,GENERAL FUND,POLICE,BUILDING MANAGEMENT,Salary and Benefits,61730 MEDICARE,963,956,976.13,100,22,2295
Expenses,GENERAL FUND,POLICE,BUILDING MANAGEMENT,Services and Supplies,62225 BLDG MAINTENANCE SERVICES,"58,000","58,000","58,000",100,22,2295
Expenses,GENERAL FUND,POLICE,BUILDING MANAGEMENT,Services and Supplies,64015 NATURAL GAS,"15,000","15,000","15,000",100,22,2295
Expenses,GENERAL FUND,POLICE,BUILDING MANAGEMENT,Services and Supplies,65040 JANITORIAL SUPPLIES,"6,600","6,600","6,600",100,22,2295
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Salary and Benefits,61010 REGULAR PAY,"311,804","318,948","329,012.69",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Salary and Benefits,61420 ANNUAL SICK LEAVE PAYOUT,"50,000","50,000","50,000",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Salary and Benefits,61510 HEALTH INSURANCE,"65,366","47,712","48,588",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Salary and Benefits,61615 LIFE INSURANCE,376,353,391.64,100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Salary and Benefits,61626 CELL PHONE ALLOWANCE,900,825,900,100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Salary and Benefits,61710 IMRF,"9,602","13,523","14,043.75",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Salary and Benefits,61725 SOCIAL SECURITY,"9,556","9,593","9,962.37",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Salary and Benefits,61730 MEDICARE,"4,660","4,637","4,783.74",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,62235 OFFICE EQUIPMENT MAINT,"1,100","1,100","1,100",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,62270 MEDICAL/HOSPITAL SERVICES,"50,400","50,400","50,400",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,62275 POSTAGE CHARGEBACKS,"3,000","3,000","3,000",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,62295 TRAINING & TRAVEL,950,"1,500","1,500",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,62315 POSTAGE,500,500,500,100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,62335 DATA PROCESSING SERVICES,"3,200","3,200","3,200",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,62355 LAUNDRY/OTHER CLEANING,"1,000","1,000","1,000",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,62360 MEMBERSHIP DUES,"24,800","24,800","24,800",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,62380 COPY MACHINE CHARGES,"1,223","1,223","1,223",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,62518 SECURITY ALARM CONTRACTS,"6,400","6,400","6,400",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,64015 NATURAL GAS,"50,000","50,000","50,000",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,64540 TELECOMMUNICATIONS - WIRELESS,"12,000","12,000","12,000",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,"65010 BOOKS, PUBLICATIONS, MAPS",900,900,900,100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,65020 CLOTHING,"50,000","70,000","70,000",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,65050 BLDG MAINTENANCE MATERIAL,"6,000","6,000","6,000",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,65070 OFFICE/OTHER EQT MTN MATL,"4,000","4,000","4,000",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,65095 OFFICE SUPPLIES,"2,500","2,500","2,500",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Services and Supplies,65125 OTHER COMMODITIES,"10,000","10,000","10,000",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Insurance and Other Chargebacks,62675 INTERDEPT TRANSFER PENSIONS,"8,344,947","9,247,037","9,709,389",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Interfund Transfers,62305 RENTAL OF AUTO-FLEET MAINTENANCE,"15,922","15,922","15,922",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Interfund Transfers,62309 RENTAL OF AUTO REPLACEMENT,"7,107","7,107","7,107",100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE MGT & SUPPORT,Interfund Transfers,66025 TRANSFER TO DEBT SERVICE - ERI,"4,081",0,0,100,23,2305
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Salary and Benefits,61010 REGULAR PAY,"483,473","517,726","528,823.99",100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Salary and Benefits,61110 OVERTIME PAY,"17,000","17,000","17,000",100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Salary and Benefits,61510 HEALTH INSURANCE,"50,987","71,242","72,118.08",100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Salary and Benefits,61615 LIFE INSURANCE,402,400,445.29,100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Salary and Benefits,61626 CELL PHONE ALLOWANCE,900,825,900,100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Salary and Benefits,61710 IMRF,"5,746","8,462","8,626.42",100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Salary and Benefits,61725 SOCIAL SECURITY,"13,675","6,003","6,119.38",100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Salary and Benefits,61730 MEDICARE,"7,230","7,527","7,688.25",100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Services and Supplies,62210 PRINTING,"1,500","1,500","1,500",100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Services and Supplies,62245 OTHER EQMT MAINTENANCE,"3,100","3,100","3,100",100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Services and Supplies,62250 COMPUTER EQUIPMENT MAINT,"8,100",0,0,100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Services and Supplies,62295 TRAINING & TRAVEL,760,"1,000","1,000",100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Services and Supplies,62360 MEMBERSHIP DUES,400,400,400,100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Services and Supplies,"65010 BOOKS, PUBLICATIONS, MAPS",500,500,500,100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Services and Supplies,65095 OFFICE SUPPLIES,"2,500","2,500","2,500",100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Services and Supplies,65105 PHOTO/DRAFTING SUPPLIE,"1,000","1,000","1,000",100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Miscellaneous,65141 FITNESS INCENTIVE,"2,000","2,500","2,499.92",100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Interfund Transfers,62305 RENTAL OF AUTO-FLEET MAINTENANCE,"1,351","1,351","1,351",100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Interfund Transfers,62309 RENTAL OF AUTO REPLACEMENT,"19,682","19,682","19,682",100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE PREVENTION,Interfund Transfers,66025 TRANSFER TO DEBT SERVICE - ERI,"2,507",0,0,100,23,2310
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Salary and Benefits,61010 REGULAR PAY,"10,182,026","10,576,872","10,918,127.59",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Salary and Benefits,61062 SPECIAL EVENT PAY,"30,000","30,000","30,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Salary and Benefits,61110 OVERTIME PAY,"161,000","161,000","161,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Salary and Benefits,61111 HIREBACK OT PAY,"548,956","648,956","648,956",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Salary and Benefits,61113 TRAINING OT,"33,000","33,000","33,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Salary and Benefits,61415 TERMINATION PAYOUTS,"50,000","50,000","50,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Salary and Benefits,61510 HEALTH INSURANCE,"1,685,271","1,660,848","1,670,620.05",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Salary and Benefits,61615 LIFE INSURANCE,"5,421","5,161","5,554.96",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Salary and Benefits,61626 CELL PHONE ALLOWANCE,900,825,900,100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Salary and Benefits,61730 MEDICARE,"159,980","153,935","158,883.87",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Services and Supplies,62210 PRINTING,"2,000","2,000","2,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Services and Supplies,62295 TRAINING & TRAVEL,"66,595","72,000","72,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Services and Supplies,62360 MEMBERSHIP DUES,"2,000","2,000","2,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Services and Supplies,62430 CUSTODIAL CONTRACT SERVICES,"2,000","6,840","6,840",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Services and Supplies,62509  SERVICE AGREEMENTS/ CONTRACTS,"25,100","75,000","75,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Services and Supplies,65005 AGRI/BOTANICAL SUPPLIES,300,300,300,100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Services and Supplies,"65010 BOOKS, PUBLICATIONS, MAPS","1,000","1,000","1,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Services and Supplies,65015 CHEMICALS/ SALT,"10,000","10,000","10,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Services and Supplies,65040 JANITORIAL SUPPLIES,"14,400","14,400","14,400",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Services and Supplies,65075 MEDICAL & LAB SUPPLIES,"7,000","7,000","7,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Services and Supplies,65085 MINOR EQUIPMENT & TOOLS,"4,100","4,100","4,100",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Services and Supplies,65090 SAFETY EQUIPMENT,"1,600","1,600","1,600",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Services and Supplies,65095 OFFICE SUPPLIES,"2,000","2,000","2,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Services and Supplies,65105 PHOTO/DRAFTING SUPPLIE,700,700,700,100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Services and Supplies,65125 OTHER COMMODITIES,"1,200","1,200","1,200",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Capital Outlay,65625 FURNITURE & FIXTURES,"52,892","70,000","70,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Insurance and Other Chargebacks,66030 TRANSFER TO INSURANCE - RISK,"850,487","850,487","850,487",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Miscellaneous,62521 MEDICAL EQ MAINT AGREEMENTS,"23,000","23,000","23,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Miscellaneous,62522 SCBA EQ MAINT AGREEMENTS,"6,000","6,000","6,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Miscellaneous,62523 EXTRICATION EQ MAINT AGREEMNTS,"3,000","3,000","3,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Miscellaneous,62605 OTHER CHARGES,"8,000","8,000","8,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Miscellaneous,62770 MISCELLANEOUS,"8,202","8,202","8,202",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Miscellaneous,65141 FITNESS INCENTIVE,"48,000","50,000","50,000",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Interfund Transfers,62305 RENTAL OF AUTO-FLEET MAINTENANCE,"433,880","444,533","466,153",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,FIRE SUPPRESSION,Interfund Transfers,62309 RENTAL OF AUTO REPLACEMENT,"260,487","360,487","360,487",100,23,2315
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,EMERGENCY PREPAREDNESS,Services and Supplies,62210 PRINTING,500,500,500,100,23,2320
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,EMERGENCY PREPAREDNESS,Services and Supplies,62245 OTHER EQMT MAINTENANCE,"2,000","2,000","2,000",100,23,2320
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,EMERGENCY PREPAREDNESS,Services and Supplies,62295 TRAINING & TRAVEL,475,600,600,100,23,2320
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,EMERGENCY PREPAREDNESS,Services and Supplies,65085 MINOR EQUIPMENT & TOOLS,400,400,400,100,23,2320
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,EMERGENCY PREPAREDNESS,Services and Supplies,65090 SAFETY EQUIPMENT,400,400,400,100,23,2320
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,EMERGENCY PREPAREDNESS,Services and Supplies,65095 OFFICE SUPPLIES,400,400,400,100,23,2320
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,EMERGENCY PREPAREDNESS,Services and Supplies,65125 OTHER COMMODITIES,900,900,900,100,23,2320
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,EMERGENCY PREPAREDNESS,Services and Supplies,65620 OFFICE MACH. & EQUIP.,900,900,900,100,23,2320
Expenses,GENERAL FUND,FIRE MGMT & SUPPORT,EMERGENCY PREPAREDNESS,Interfund Transfers,62305 RENTAL OF AUTO-FLEET MAINTENANCE,"5,902","5,902","5,902",100,23,2320
